token	tag	bjw
rt	~	0.21238151658767773
:	~	0.18473538704581358
...	~	0.060327804107424964
,...	~	0.00108609794628752
---	~	0.00108609794628752
—	~	0.0020734597156398106
cont	~	0.007010268562401264
<	~	0.0060229067930489735
halort	~	0.00108609794628752
mentionrt	~	0.00108609794628752
>>>	~	0.00108609794628752
<==	~	0.00108609794628752
~	~	0.00108609794628752
<<	~	0.00108609794628752
--	~	0.0020734597156398106
...:	~	0.0020734597156398106
....	~	0.00108609794628752
-	~	0.003060821484992101
«	~	0.0020734597156398106
)rt	~	0.00108609794628752
<-	~	0.00108609794628752
fwd	~	0.00108609794628752
»»»	~	0.00108609794628752
-----	~	0.00108609794628752
-->	~	0.00108609794628752
rt	~	0.00108609794628752
>	~	0.00108609794628752
,	~	0.00108609794628752
WordNotFound	~	9.873617693522908e-05
@user_44285fcc	@	0.0008581682009673897
@user_a887f5eb	@	0.0008581682009673897
@user_1d9aecf2	@	0.0008581682009673897
@user_d908c17a	@	0.0008581682009673897
@user_0b5e0aa7	@	0.0008581682009673897
@user_096f97c9	@	0.0008581682009673897
@user_b3af03f1	@	0.0008581682009673897
@user_f5eeff1e	@	0.0008581682009673897
@user_709c203c	@	0.0008581682009673897
@user_c92ab6fd	@	0.0008581682009673897
@user_741d38b6	@	0.0008581682009673897
@user_440dfb5a	@	0.0008581682009673897
@user_dfe42e91	@	0.0008581682009673897
@user_b04bb969	@	0.0008581682009673897
@user_8f0f9d3e	@	0.0008581682009673897
@user_60f2ca9e	@	0.0008581682009673897
@user_79a40aaa	@	0.0008581682009673897
@user_d009a287	@	0.0008581682009673897
@user_d388ca71	@	0.0008581682009673897
@user_c1fbc1e2	@	0.0008581682009673897
@user_f9734926	@	0.0008581682009673897
@user_36ad6396	@	0.0008581682009673897
@user_bee12c88	@	0.0008581682009673897
@user_c1faf02c	@	0.0008581682009673897
@user_071ed83b	@	0.0008581682009673897
@user_3eafd4d6	@	0.0008581682009673897
@user_67e01d5d	@	0.0008581682009673897
@user_ab0f8e58	@	0.0008581682009673897
@user_58f6f69d	@	0.0008581682009673897
@user_95480b7e	@	0.0008581682009673897
@user_4db51cab	@	0.0008581682009673897
@user_146aeed9	@	0.0008581682009673897
@user_2e036a62	@	0.0008581682009673897
@user_ae4e077b	@	0.0008581682009673897
@user_01559ac3	@	0.0008581682009673897
@user_c61ebba6	@	0.0008581682009673897
@user_b1c4d838	@	0.0008581682009673897
@user_98f4cbb2	@	0.0008581682009673897
@user_77296748	@	0.0008581682009673897
@user_75d04ad0	@	0.0008581682009673897
@user_5325eb4f	@	0.0008581682009673897
@user_af3c0e2d	@	0.0008581682009673897
@user_46df73b2	@	0.0008581682009673897
@user_42786e4a	@	0.0008581682009673897
@user_2131bb3f	@	0.0008581682009673897
